,Au-coated beam chamber,Barrel silicon,Barrel muRwell,Forward/backward silicon,Forward/backward MPGD,mRICH AeroGel,Forward AC-LGAD,Dual RICH,Backward AC-LGAD,Barrel AC-LGAD,Backward EMCal,Inner det. spt./service,DIRC,BECal,Active BCal Support,SC Magnet,Barrel HCal,Backward Field Return,Forward EMCal,Forward LHCal
93,0.0452112000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31292416463022465,0.0,0.0,0.0,0.0,0.0,0.0,1.417326749196142,0.0,0.0
94,0.04498590000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3399631999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.4847760144694524,0.0,0.0
95,0.04476170000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3675850836012853,0.0,0.0,0.0,0.0,0.0,0.0,1.5529320109324747,0.0,0.0
96,0.04453870000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3955361524115754,0.0,0.0,0.0,0.0,0.0,0.0,1.6218476684887477,0.0,0.0
97,0.044316800000000225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42373470900321525,0.0,0.0,0.0,0.0,0.0,0.0,1.691977906109325,0.0,0.0
98,0.0440959999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451942743086817,0.0,0.0,0.0,0.0,0.0,0.0,1.7627289192926037,0.0,0.0
99,0.04387619999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48046752443729934,0.0,0.0,0.0,0.0,0.0,0.0,1.833591208038583,0.0,0.0
100,0.043657599999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5093152199356917,0.0,0.0,0.0,0.0,0.0,0.0,1.905697639871382,0.0,0.0
101,0.043440099999999864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385357717041801,0.0,0.0,0.0,0.0,0.0,0.0,1.978576314790998,0.0,0.0
102,0.04322370000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679000733118967,0.0,0.0,0.0,0.0,0.0,0.0,2.0520462684887457,0.0,0.0
103,0.04300830000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5973498189710612,0.0,0.0,0.0,0.0,0.0,0.0,2.1264728938906736,0.0,0.0
104,0.042794000000000165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271239173633434,0.0,0.0,0.0,0.0,0.0,0.0,2.2008188607717063,0.0,0.0
105,0.042580799999999766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557879842443727,0.0,0.0,0.0,0.0,0.0,0.0,2.27628903890675,0.0,0.0
106,0.04236870000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682764930225081,0.0,0.0,0.0,0.0,0.0,0.0,2.352903836012861,0.0,0.0
107,0.04215759999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7078972717041809,0.0,0.0,0.0,0.0,0.0,0.0,2.429070015755625,0.0,0.0
108,0.04194749999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292593318327966,0.0,0.0,0.0,0.0,0.0,0.0,2.5061803707395525,0.0,0.0
109,0.041738499999999755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.300000000128588e-06,0.0,0.7480294540192916,0.0,0.0,0.0,0.0,0.0,0.0,2.5840873054662383,0.0,0.0
110,0.041530599999999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025867000000000737,0.0,0.7647024781350499,0.0,0.0,0.0,0.0,0.0,0.0,2.662311652733117,0.0,0.0
111,0.041323699999999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005171300000000212,0.0,0.7794085337620575,0.0,0.0,0.0,0.0,0.0,0.0,2.7409461961414765,0.0,0.0
112,0.041117800000000204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005173299999999645,0.0,0.7924690479099656,0.0,0.0,0.0,0.0,0.0,0.0,2.8201320546623805,0.0,0.0
113,0.040912999999999866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005173400000000203,0.0,0.8043258057877799,0.0,0.0,0.0,0.0,0.0,0.0,2.894411128617364,0.0,0.0
114,0.04070920000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005173399999999988,0.0,0.815303708681669,0.0,0.0,0.0,0.0,0.0,0.0,2.9639517041800705,0.0,0.0
115,0.04050639999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005173499999999831,0.0,0.8248832254019297,0.0,0.0,0.0,0.0,0.0,0.0,3.030316627009648,0.0,0.0
116,0.040304600000000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00518350771704193,0.0,0.8331594067524128,0.0,0.0,0.0,0.0,0.0,0.0,3.0941568585208987,0.0,0.0
117,0.040103800000000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005256323472668488,0.0,0.8404270244372986,0.0,0.0,0.0,0.0,0.0,0.0,3.154761627009648,0.0,0.0
118,0.03990399999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053270684887462075,0.0,0.8468728768488735,0.0,0.0,0.0,0.0,0.0,0.0,3.2135231511253988,0.0,0.0
